"Fabric & Item Band Master — every fabric/item mapped to its correct pricing band. Advisors look up here (or via Quick Quote) — never memorise bands. Sorted with real fabrics first; accessory and motorisation items (brackets, chains, remotes, tape colours etc.) are grouped at the bottom of this list and excluded from the Fabric/Item dropdown, so scrolling the dropdown only shows fabrics.",,,,,,,,,,
FB_ID,Supplier,Product Category,Collection,Fabric/Item Name,Fabric/Item Code,Band,Price Table Reference,Fabric Type/Properties,Blackout/Dimout/Sheer/FR/Moisture Resistant,Notes
FB-00682,Decora,FB Curtains - Double Pinch,,Vibenna,,Price Band B,PT-00092,,,Auto-parsed from fabric list
FB-00739,Decora,FB Curtains - Triple Pinch,,Vibenna,,Price Band B,PT-00096,,,Auto-parsed from fabric list
FB-00796,Decora,FB Curtains - Eyelet,,Vibenna,,Price Band B,PT-00100,,,Auto-parsed from fabric list
FB-00853,Decora,FB Wave Curtain,,Vibenna,,Price Band B,PT-00104,,,Auto-parsed from fabric list
FB-00558,Decora,FB Romans,Fabric Box® Romans,Vine,,Price Band A,PT-00083,,,Auto-parsed from fabric list
FB-00615,Decora,FB Curtains - Pencil Pleat,The Fabric Box® Curtains - Pencil Pleat / 75mm & 150mm,Vine,,Price Band A,PT-00087,,,Auto-parsed from fabric list
FB-00672,Decora,FB Curtains - Double Pinch,The Fabric Box® Curtains - Double Pinch / 100mm & 150mm,Vine,,Price Band A,PT-00091,,,Auto-parsed from fabric list
FB-00729,Decora,FB Curtains - Triple Pinch,The Fabric Box® Curtains - Triple Pinch / 100mm & 150mm,Vine,,Price Band A,PT-00095,,,Auto-parsed from fabric list
FB-00786,Decora,FB Curtains - Eyelet,The Fabric Box® Curtains - Eyelet / 40mm & 50mm,Vine,,Price Band A,PT-00099,,,Auto-parsed from fabric list
FB-00843,Decora,FB Wave Curtain,Wave Curtain,Vine,,Price Band A,PT-00103,,,Auto-parsed from fabric list
FB-00346,Decora,Cruze FH & Tensioned,,Vista,,Price Band C,PT-00060,,,Auto-parsed from fabric list
FB-00397,Decora,Perfect Fit Cruze TDBU,Price Band C,Vista,,Price Band C,PT-00065,,,Auto-parsed from fabric list
FB-00448,Decora,Perfect Fit Cruze BU,Price Band C,Vista,,Price Band C,PT-00070,,,Auto-parsed from fabric list
FB-00495,Decora,Cruze Fit To Frame,,Vista,,Price Band C,PT-00075,,,Auto-parsed from fabric list
FB-00542,Decora,FB Softcell V-Series,,Vista,,Price Band C,PT-00080,,,Auto-parsed from fabric list
FB-00586,Decora,FB Romans,,Vista,,Price Band C,PT-00085,,,Auto-parsed from fabric list
FB-00644,Decora,FB Curtains - Pencil Pleat,,Vista,,Price Band C,PT-00089,,,Auto-parsed from fabric list
FB-00701,Decora,FB Curtains - Double Pinch,,Vista,,Price Band C,PT-00093,,,Auto-parsed from fabric list
FB-00758,Decora,FB Curtains - Triple Pinch,,Vista,,Price Band C,PT-00097,,,Auto-parsed from fabric list
FB-00815,Decora,FB Curtains - Eyelet,,Vista,,Price Band C,PT-00101,,,Auto-parsed from fabric list
FB-00872,Decora,FB Wave Curtain,,Vista,,Price Band C,PT-00105,,,Auto-parsed from fabric list
FB-01297,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Vitale,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01417,Decora,Prime Alumitex,16mm Prime Alumitex,Vitale,,16mm Prime Alumitex,PT-00181,,,Auto-parsed from fabric list
FB-00060,Decora,FB Roller,,Vivi,,PRICE RANGE D,PT-00004,,,Auto-parsed from fabric list
FB-00196,Decora,FB Panels,,Vivi,,PRICE RANGE D,PT-00025,,,Auto-parsed from fabric list
FB-00987,Decora,FB Verticals,,Vivi,,PRICE RANGE D,PT-00132,,,Auto-parsed from fabric list
FB-01028,Decora,FB Slats Only ,,Vivi,,PRICE RANGE D,PT-00136,,,Auto-parsed from fabric list
FB-01466,Decora,Timberlux Prime,50MM TIMBERLUX® BASSWOOD,Walnut,,50MM TIMBERLUX® BASSWOOD,PT-00185,,,Auto-parsed from fabric list
FB-00587,Decora,FB Romans,,Wentworth,,Price Band C,PT-00085,,,Auto-parsed from fabric list
FB-00645,Decora,FB Curtains - Pencil Pleat,,Wentworth,,Price Band C,PT-00089,,,Auto-parsed from fabric list
FB-00702,Decora,FB Curtains - Double Pinch,,Wentworth,,Price Band C,PT-00093,,,Auto-parsed from fabric list
FB-00759,Decora,FB Curtains - Triple Pinch,,Wentworth,,Price Band C,PT-00097,,,Auto-parsed from fabric list
FB-00816,Decora,FB Curtains - Eyelet,,Wentworth,,Price Band C,PT-00101,,,Auto-parsed from fabric list
FB-00873,Decora,FB Wave Curtain,,Wentworth,,Price Band C,PT-00105,,,Auto-parsed from fabric list
FB-00298,Decora,Softshade Perfect Fit,PRICE BAND A / Mahogany Frame / Luna,White,,PRICE BAND A,PT-00053,,,Auto-parsed from fabric list
FB-01371,Decora,Perfect Fit Alumitex,BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / KONNECT MAGNETIC STRIP / Price Band A - Plain Colours & Metallic,White,,BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / KONNECT MAGNETIC STRIP / Price Band A - Plain Colours & Metallic,PT-00171,,,Auto-parsed from fabric list
FB-01380,Decora,Perfect Fit Alumitex,"108"" / * Shaded area - free hanging only.  Tensioned not available / Handle Insert / uplift / 112"" / Frame pricing is for demonstration purposes only and cannot / Folding Handle / 120"" / be sold separately. / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / Price Band B - Premium Metallic & Effects",White,,"108"" / * Shaded area - free hanging only.  Tensioned not available / Handle Insert / uplift / 112"" / Frame pricing is for demonstration purposes only and cannot / Folding Handle / 120"" / be sold separately. / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / Price Band B - Premium Metallic & Effects",PT-00173,,,Auto-parsed from fabric list
FB-01389,Decora,Perfect Fit Alumitex,BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band A - Plain Colours & Metallic,White,,BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band A - Plain Colours & Metallic,PT-00175,,,Auto-parsed from fabric list
FB-01398,Decora,Perfect Fit Alumitex,Frame pricing is for demonstration purposes only and cannot / be sold separately. / Handle Insert / uplift / Folding Handle / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band B - Premium Metallic & Effects,White,,Frame pricing is for demonstration purposes only and cannot / be sold separately. / Handle Insert / uplift / Folding Handle / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band B - Premium Metallic & Effects,PT-00177,,,Auto-parsed from fabric list
FB-01352,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,White Filtra,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01193,Decora,Perfect Fit Sunwood ,Blind Only - No Frame - Glide System / Frame Only- Glide System / COMPLETE BLIND - Glide System / KONNECT MAGNETIC STRIP,White Frame Colours Only,,Blind Only - No Frame - Glide System / Frame Only- Glide System / COMPLETE BLIND - Glide System / KONNECT MAGNETIC STRIP,PT-00162,,,Auto-parsed from fabric list
FB-01374,Decora,Perfect Fit Alumitex,BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / KONNECT MAGNETIC STRIP / Price Band A - Plain Colours & Metallic,White Frame Colours Only,,BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / KONNECT MAGNETIC STRIP / Price Band A - Plain Colours & Metallic,PT-00171,,,Auto-parsed from fabric list
FB-01383,Decora,Perfect Fit Alumitex,"108"" / * Shaded area - free hanging only.  Tensioned not available / Handle Insert / uplift / 112"" / Frame pricing is for demonstration purposes only and cannot / Folding Handle / 120"" / be sold separately. / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / Price Band B - Premium Metallic & Effects",White Frame Colours Only,,"108"" / * Shaded area - free hanging only.  Tensioned not available / Handle Insert / uplift / 112"" / Frame pricing is for demonstration purposes only and cannot / Folding Handle / 120"" / be sold separately. / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / Price Band B - Premium Metallic & Effects",PT-00173,,,Auto-parsed from fabric list
FB-01392,Decora,Perfect Fit Alumitex,BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band A - Plain Colours & Metallic,White Frame Colours Only,,BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band A - Plain Colours & Metallic,PT-00175,,,Auto-parsed from fabric list
FB-01401,Decora,Perfect Fit Alumitex,Frame pricing is for demonstration purposes only and cannot / be sold separately. / Handle Insert / uplift / Folding Handle / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band B - Premium Metallic & Effects,White Frame Colours Only,,Frame pricing is for demonstration purposes only and cannot / be sold separately. / Handle Insert / uplift / Folding Handle / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band B - Premium Metallic & Effects,PT-00177,,,Auto-parsed from fabric list
FB-01442,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,White*,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-00329,Decora,Cruze FH & Tensioned,**Max size for Bowery is 1200mm x 1600mm,Xyla,,Price Band B,PT-00059,,,Auto-parsed from fabric list
FB-00380,Decora,Perfect Fit Cruze TDBU,Price Band B,Xyla,,Price Band B,PT-00064,,,Auto-parsed from fabric list
FB-00431,Decora,Perfect Fit Cruze BU,Price Band B,Xyla,,Price Band B,PT-00069,,,Auto-parsed from fabric list
FB-00478,Decora,Cruze Fit To Frame,,Xyla,,Price Band B,PT-00074,,,Auto-parsed from fabric list
FB-00525,Decora,FB Softcell V-Series,,Xyla,,Price Band B,PT-00079,,,Auto-parsed from fabric list
FB-01467,Decora,Timberlux Prime,50MM TIMBERLUX® BASSWOOD,Yarrin,,50MM TIMBERLUX® BASSWOOD,PT-00185,,,Auto-parsed from fabric list
FB-01298,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Yellow,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-00053,Decora,FB Roller,,Zafira,,PRICE RANGE C,PT-00003,,,Auto-parsed from fabric list
FB-00191,Decora,FB Panels,,Zafira,,PRICE RANGE C,PT-00024,,,Auto-parsed from fabric list
FB-00280,Decora,Perfect Fit Roller,Hayworth / Kelso / Mood / Messina / Lottie / Puriti / PERFECT FIT UNIVERSAL FRAME / Orissa / Mallory / Renzo,Zafira,,PRICE RANGE C,PT-00039,,,Auto-parsed from fabric list
FB-01479,Decora,Timberlux Prime,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® BAMBOO,Zaya,,ADDITIONAL INFORMATION: / Tape uplift - 10% / Slat Pack - 30% reduction on ladder pricing / 50MM TIMBERLUX® BAMBOO,PT-00186,,,Auto-parsed from fabric list
FB-01443,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,Zenith,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-01444,Decora,Prime Alumitex,ALUMITEX PRIME VENETIANS - 35/50MM / ALUMITEX PRIME VENETIANS WITH TAPES - 35/50MM / Price Band A,Zenon,,Price Band A,PT-00182,,,Auto-parsed from fabric list
FB-01299,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Zephyr,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01300,Decora,25mm Alumitex,PLAIN/METALLIC - 25MM,Zircon,,PLAIN/METALLIC - 25MM,PT-00169,,,Auto-parsed from fabric list
FB-01353,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Zora Barley,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01354,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Zora Coco,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01355,Decora,25mm Alumitex,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,Zora Haze,,BRUSHED/FILTRA/CARUSO/WOODLINE/STRIPE/HAMMERED/TEXTURED/PREMIUM METALLIC - 25MM,PT-00170,,,Auto-parsed from fabric list
FB-01194,Decora,Perfect Fit Sunwood ,*Shaded area outside max recommended drop and may affect warranty / Handle Insert / Uplift / Folding Handle / Blind Only - No Frame - Glide System / Frame Only- Glide System / COMPLETE BLIND - Glide System / PERFECT FIT UNIVERSAL FRAME / Golden Oak & Mahogany Frame Colours Only,*Shaded area outside max recommended drop and may affect warranty / Handle Insert / Uplift / Folding Handle / Blind Only - No Frame - Glide System / Frame Only- Glide System / COMPLETE BLIND - Glide System / PERFECT FIT UNIVERSAL FRAME / Golden Oak & Mahogany Frame Colours Only,,*Shaded area outside max recommended drop and may affect warranty / Handle Insert / Uplift / Folding Handle / Blind Only - No Frame - Glide System / Frame Only- Glide System / COMPLETE BLIND - Glide System / PERFECT FIT UNIVERSAL FRAME / Golden Oak & Mahogany Frame Colours Only,PT-00163,,,"Single item/variant (no discrete fabric list found) | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-01454,Decora,Prime Alumitex,"138"" / Hold Down Brackets / Cylinder 55 brushed aluminium tassel / per blind / WOOD VALANCE","138"" / Hold Down Brackets / Cylinder 55 brushed aluminium tassel / per blind / WOOD VALANCE",,"138"" / Hold Down Brackets / Cylinder 55 brushed aluminium tassel / per blind / WOOD VALANCE",PT-00184,,,"Single item/variant (no discrete fabric list found) | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-01187,Decora,Sunwood,ADDITIONAL INFORMATION: / Contour valance supplied with co-ordinating tassels. / UNIVERSAL SWIVEL / SWIVEL EXTENSION / SPRING BRACKETS,ADDITIONAL INFORMATION: / Contour valance supplied with co-ordinating tassels. / UNIVERSAL SWIVEL / SWIVEL EXTENSION / SPRING BRACKETS,,ADDITIONAL INFORMATION: / Contour valance supplied with co-ordinating tassels. / UNIVERSAL SWIVEL / SWIVEL EXTENSION / SPRING BRACKETS,PT-00161,,,"Single item/variant (no discrete fabric list found) | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-00289,Decora,Cassettes,ADDITIONAL INFORMATION: / Gear control / *shaded area gear control only - no additional uplift / CASSETTE - SYSTEM 90,ADDITIONAL INFORMATION: / Gear control / *shaded area gear control only - no additional uplift / CASSETTE - SYSTEM 90,,ADDITIONAL INFORMATION: / Gear control / *shaded area gear control only - no additional uplift / CASSETTE - SYSTEM 90,PT-00047,,,"Single item/variant (no discrete fabric list found) | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-01235,Decora,Fauxwood,ADDITIONAL INFORMATION: Fauxwood Tapes come with 25mm colour co-ordinated Herringbone tapes as standard.  Any request for non standard tapes will incur a 10% uplift.  Please refer to page 90 for alternative tape options. / MULTI FIX SWIVEL / SWIVEL EXTENSION BRACKETS,ADDITIONAL INFORMATION: Fauxwood Tapes come with 25mm colour co-ordinated Herringbone tapes as standard.  Any request for non standard tapes will incur a 10% uplift.  Please refer to page 90 for alternative tape options. / MULTI FIX SWIVEL / SWIVEL EXTENSION BRACKETS,,ADDITIONAL INFORMATION: Fauxwood Tapes come with 25mm colour co-ordinated Herringbone tapes as standard.  Any request for non standard tapes will incur a 10% uplift.  Please refer to page 90 for alternative tape options. / MULTI FIX SWIVEL / SWIVEL EXTENSION BRACKETS,PT-00168,,,"Single item/variant (no discrete fabric list found) | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-01375,Decora,Perfect Fit Alumitex,be sold separately. / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Free Hanging / Privacy System / PERFECT FIT UNIVERSAL FRAME / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System,be sold separately. / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Free Hanging / Privacy System / PERFECT FIT UNIVERSAL FRAME / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System,,be sold separately. / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND A: COMPLETE BLIND - Free Hanging / Privacy System / PERFECT FIT UNIVERSAL FRAME / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System,PT-00172,,,"Single item/variant (no discrete fabric list found) | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-00355,Decora,Perfect Fit Cruze TDBU,CZP12 Perfect Fit Tensioned Top Down Bottom Up - Golden Oak & Mahogany Frame / Price Band A,CZP12 Perfect Fit Tensioned Top Down Bottom Up - White,,Price Band A,PT-00063,,,"Auto-parsed from fabric list | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-01381,Decora,Perfect Fit Alumitex,"108"" / * Shaded area - free hanging only.  Tensioned not available / Handle Insert / uplift / 112"" / Frame pricing is for demonstration purposes only and cannot / Folding Handle / 120"" / be sold separately. / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / Price Band B - Premium Metallic & Effects",Premium Metallic/Effects Slat including Anthracite,,"108"" / * Shaded area - free hanging only.  Tensioned not available / Handle Insert / uplift / 112"" / Frame pricing is for demonstration purposes only and cannot / Folding Handle / 120"" / be sold separately. / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Free Hanging / Privacy System / BLIND ONLY - No Frame - Free Hanging/Privacy System / FRAME ONLY - Free Hanging / Privacy System / Price Band B - Premium Metallic & Effects",PT-00173,,,"Auto-parsed from fabric list | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-01399,Decora,Perfect Fit Alumitex,Frame pricing is for demonstration purposes only and cannot / be sold separately. / Handle Insert / uplift / Folding Handle / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band B - Premium Metallic & Effects,Premium Metallic/Effects Slat including Anthracite,,Frame pricing is for demonstration purposes only and cannot / be sold separately. / Handle Insert / uplift / Folding Handle / BLIND ONLY - NO FRAME / FRAME ONLY / PRICE BAND B: COMPLETE BLIND - Glide System / BLIND ONLY - No Frame - Glide System / FRAME ONLY - Glide System / Price Band B - Premium Metallic & Effects,PT-00177,,,"Auto-parsed from fabric list | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-00290,Decora,Cruze Fascia Softshade,Softshade Roller 40mm Cruze Fascia System / Softshade Roller 70mm Cruze Fascia System / PRICE RANGE A / Luna,Softshade Roller 40mm Cruze Fascia System / Softshade Roller 70mm Cruze Fascia System / PRICE RANGE A / Luna,,PRICE RANGE A,PT-00048,,,"Single item/variant (no discrete fabric list found) | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-01151,Decora,Sunwood,,SUNWOOD WITH FLATWEAVE TAPES - 50MM ESSENTIAL COLLECTION,,Default,PT-00156,,,"Auto-parsed from fabric list | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-01131,Decora,Sunwood,,SUNWOOD WITH HERRINGBONE TAPES - 50MM ESSENTIAL COLLECTION,,Default,PT-00155,,,"Auto-parsed from fabric list | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-00224,Decora,Contract Roller,UNISHADE® 15MM / 30MM LINEA / ROUND / TEAR DROP BOTTOM BAR,UNISHADE® 15MM / 30MM LINEA / ROUND / TEAR DROP BOTTOM BAR,,UNISHADE® 15MM / 30MM LINEA / ROUND / TEAR DROP BOTTOM BAR,PT-00034,,,"Single item/variant (no discrete fabric list found) | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-00221,Decora,Contract Roller,Uniview® fabric comes with nickel chain as standard. / 40mm Cruze® Fascia,Uniview® fabric comes with nickel chain as standard. / 40mm Cruze® Fascia,,Uniview® fabric comes with nickel chain as standard. / 40mm Cruze® Fascia,PT-00031,,,"Single item/variant (no discrete fabric list found) | QA REVIEW: name looks like leftover instructional text, not a real fabric/item name - verify against source sheet"
FB-00070,Decora,FB Accessories,40mm Cruze® Fascia,40mm Cruze® Fascia,,40mm Cruze® Fascia,PT-00006,,,Single item/variant (no discrete fabric list found)
FB-00071,Decora,FB Accessories,70mm Cruze® Fascia,70mm Cruze® Fascia,,70mm Cruze® Fascia,PT-00007,,,Single item/variant (no discrete fabric list found)
FB-00895,Decora,Tracks & Accessories,Additional Bracket Options,Additional Bracket Options,,Additional Bracket Options,PT-00109,,,Single item/variant (no discrete fabric list found)
FB-00945,Decora,Nuvo Tracks & Accessories,Additional Bracket Options,Additional Bracket Options,,Additional Bracket Options,PT-00126,,,Single item/variant (no discrete fabric list found)
FB-00077,Decora,FB Accessories,ADDITIONAL INFORMATION: / It is recommended that scallops are stiffened or braids are added to avoid curling. / Min width is 400mm. Max scallop width is 3000mm. / Scallop finishes are created by folding the fabric to create the lathe pocket.  This fold interrupts the flow of the design. / POLES AND FINIALS / DESCRIPTION / PRICE (£) / Maximum pole width will be 2000mm. / EYELETS - PLASTIC CLICK AND TWIST,Alvor,,ADDITIONAL INFORMATION: / It is recommended that scallops are stiffened or braids are added to avoid curling. / Min width is 400mm. Max scallop width is 3000mm. / Scallop finishes are created by folding the fabric to create the lathe pocket.  This fold interrupts the flow of the design. / POLES AND FINIALS / DESCRIPTION / PRICE (£) / Maximum pole width will be 2000mm. / EYELETS - PLASTIC CLICK AND TWIST,PT-00012,,,Auto-parsed from fabric list
FB-00119,Decora,FB Accessories,ADDITIONAL INFORMATION: / ALUMINIUM WRAPAROUND BOTTOM BAR,Alvor,,ADDITIONAL INFORMATION: / ALUMINIUM WRAPAROUND BOTTOM BAR,PT-00016,,,Auto-parsed from fabric list
FB-00095,Decora,FB Accessories,ADDITIONAL INFORMATION: / Eyelets are 55mm. Recommendation of 4 eyelets per metre. / Single eyelet option: / per blind (eyelet positioned in the centre of the blind above the lathe pocket). / WOOD FINISH,and Solice fabrics.,,ADDITIONAL INFORMATION: / Eyelets are 55mm. Recommendation of 4 eyelets per metre. / Single eyelet option: / per blind (eyelet positioned in the centre of the blind above the lathe pocket). / WOOD FINISH,PT-00013,,,Auto-parsed from fabric list
FB-00117,Decora,FB Accessories,ADDITIONAL INFORMATION: / ALUMINIUM WRAPAROUND BOTTOM BAR,and Solice fabrics.,,ADDITIONAL INFORMATION: / ALUMINIUM WRAPAROUND BOTTOM BAR,PT-00016,,,Auto-parsed from fabric list
FB-00107,Decora,FB Accessories,ADDITIONAL INFORMATION: / Wood® finish is available using 50mm slat only. Maximum width of Sunwood® finish 2400mm. / PULLS / DESCRIPTION / PRICE (£) / Wood Tassel: (please refer to page xx for available Sunwood® colours) / Clear knotholders come as standard. / UNISHADE® 15MM / 30MM LINEA,Black,,ADDITIONAL INFORMATION: / Wood® finish is available using 50mm slat only. Maximum width of Sunwood® finish 2400mm. / PULLS / DESCRIPTION / PRICE (£) / Wood Tassel: (please refer to page xx for available Sunwood® colours) / Clear knotholders come as standard. / UNISHADE® 15MM / 30MM LINEA,PT-00014,,,Auto-parsed from fabric list
FB-00073,Decora,FB Accessories,BRAIDS,BRAIDS,,BRAIDS,PT-00009,,,Single item/variant (no discrete fabric list found)
FB-00084,Decora,FB Accessories,ADDITIONAL INFORMATION: / It is recommended that scallops are stiffened or braids are added to avoid curling. / Min width is 400mm. Max scallop width is 3000mm. / Scallop finishes are created by folding the fabric to create the lathe pocket.  This fold interrupts the flow of the design. / POLES AND FINIALS / DESCRIPTION / PRICE (£) / Maximum pole width will be 2000mm. / EYELETS - PLASTIC CLICK AND TWIST,Brass,,ADDITIONAL INFORMATION: / It is recommended that scallops are stiffened or braids are added to avoid curling. / Min width is 400mm. Max scallop width is 3000mm. / Scallop finishes are created by folding the fabric to create the lathe pocket.  This fold interrupts the flow of the design. / POLES AND FINIALS / DESCRIPTION / PRICE (£) / Maximum pole width will be 2000mm. / EYELETS - PLASTIC CLICK AND TWIST,PT-00012,,,Auto-parsed from fabric list
FB-00108,Decora,FB Accessories,ADDITIONAL INFORMATION: / Wood® finish is available using 50mm slat only. Maximum width of Sunwood® finish 2400mm. / PULLS / DESCRIPTION / PRICE (£) / Wood Tassel: (please refer to page xx for available Sunwood® colours) / Clear knotholders come as standard. / UNISHADE® 15MM / 30MM LINEA,Brushed Aluminium,,ADDITIONAL INFORMATION: / Wood® finish is available using 50mm slat only. Maximum width of Sunwood® finish 2400mm. / PULLS / DESCRIPTION / PRICE (£) / Wood Tassel: (please refer to page xx for available Sunwood® colours) / Clear knotholders come as standard. / UNISHADE® 15MM / 30MM LINEA,PT-00014,,,Auto-parsed from fabric list
